UavLatititud,UavLongitud,VideoRecordTime,FlyTime,DateTime,VideoNumber
59.408813,9.132778,172,306.5,01-22-2020 12:31:01.844 PM,1
59.408816,9.132775,173,306.7,01-22-2020 12:31:01.944 PM,1
59.408818,9.132773,173,306.8,01-22-2020 12:31:02.053 PM,1
59.40882,9.132772,173,306.9,01-22-2020 12:31:02.161 PM,1
59.408821,9.13277,173,307,01-22-2020 12:31:02.368 PM,1
59.408825,9.132767,173,307.2,01-22-2020 12:31:02.477 PM,1
59.408826,9.132765,173,307.3,01-22-2020 12:31:02.584 PM,1
59.408828,9.132764,173,307.4,01-22-2020 12:31:02.792 PM,1
59.408831,9.13276,173,307.6,01-22-2020 12:31:02.892 PM,1
59.408833,9.132759,174,307.7,01-22-2020 12:31:03.001 PM,1
59.408835,9.132757,174,307.8,01-22-2020 12:31:03.108 PM,1
59.408836,9.132756,174,307.9,01-22-2020 12:31:03.212 PM,1
59.408838,9.132754,174,308,01-22-2020 12:31:03.212 PM,1
59.40884,9.132752,174,308.1,01-22-2020 12:31:03.319 PM,1
59.408841,9.132751,174,308.2,01-22-2020 12:31:03.428 PM,1
59.408843,9.132749,174,308.3,01-22-2020 12:31:03.533 PM,1
59.408845,9.132748,174,308.4,01-22-2020 12:31:03.643 PM,1
59.408846,9.132746,174,308.5,01-22-2020 12:31:03.750 PM,1
59.408848,9.132745,174,308.6,01-22-2020 12:31:03.861 PM,1
59.40885,9.132743,174,308.7,01-22-2020 12:31:03.965 PM,1
59.408851,9.132742,175,308.8,01-22-2020 12:31:04.071 PM,1
59.408853,9.13274,175,308.9,01-22-2020 12:31:04.177 PM,1
59.408855,9.132739,175,309,01-22-2020 12:31:04.288 PM,1
59.408856,9.132737,175,309.1,01-22-2020 12:31:04.398 PM,1
59.408858,9.132736,175,309.2,01-22-2020 12:31:04.499 PM,1
59.408859,9.132735,175,309.3,01-22-2020 12:31:04.607 PM,1
59.408861,9.132733,175,309.4,01-22-2020 12:31:04.709 PM,1
59.408863,9.132732,175,309.5,01-22-2020 12:31:04.816 PM,1
59.408864,9.132731,175,309.6,01-22-2020 12:31:04.816 PM,1
59.408866,9.132729,175,309.7,01-22-2020 12:31:04.925 PM,1
59.408867,9.132728,176,309.8,01-22-2020 12:31:05.032 PM,1
59.408869,9.132727,176,309.9,01-22-2020 12:31:05.135 PM,1
59.40887,9.132725,176,310,01-22-2020 12:31:05.238 PM,1
59.408872,9.132724,176,310.1,01-22-2020 12:31:05.453 PM,1
59.408875,9.132721,176,310.3,01-22-2020 12:31:05.561 PM,1
59.408876,9.13272,176,310.4,01-22-2020 12:31:05.664 PM,1
59.408878,9.132719,176,310.5,01-22-2020 12:31:05.765 PM,1
59.408879,9.132717,176,310.6,01-22-2020 12:31:05.877 PM,1
59.408881,9.132716,176,310.7,01-22-2020 12:31:05.977 PM,1
59.408882,9.132715,177,310.8,01-22-2020 12:31:06.292 PM,1
59.408887,9.13271,177,311.1,01-22-2020 12:31:06.396 PM,1
59.408888,9.132709,177,311.2,01-22-2020 12:31:06.496 PM,1
59.40889,9.132708,177,311.3,01-22-2020 12:31:06.604 PM,1
59.408891,9.132706,177,311.4,01-22-2020 12:31:06.713 PM,1
59.408893,9.132705,177,311.5,01-22-2020 12:31:06.713 PM,1
59.408895,9.132703,177,311.6,01-22-2020 12:31:06.824 PM,1
59.408896,9.132702,177,311.7,01-22-2020 12:31:06.929 PM,1
59.408898,9.1327,178,311.8,01-22-2020 12:31:07.250 PM,1
59.408903,9.132696,178,312.1,01-22-2020 12:31:07.357 PM,1
59.408904,9.132694,178,312.2,01-22-2020 12:31:07.460 PM,1
59.408906,9.132692,178,312.3,01-22-2020 12:31:07.566 PM,1
59.408908,9.132691,178,312.4,01-22-2020 12:31:07.681 PM,1
59.40891,9.132689,178,312.5,01-22-2020 12:31:07.774 PM,1
59.408911,9.132687,178,312.6,01-22-2020 12:31:07.886 PM,1
59.408913,9.132685,178,312.7,01-22-2020 12:31:07.991 PM,1
59.408915,9.132684,179,312.8,01-22-2020 12:31:08.100 PM,1
59.408917,9.132682,179,312.9,01-22-2020 12:31:08.204 PM,1
59.408919,9.13268,179,313,01-22-2020 12:31:08.306 PM,1
59.408921,9.132678,179,313.1,01-22-2020 12:31:08.415 PM,1
59.408923,9.132677,179,313.2,01-22-2020 12:31:08.415 PM,1
59.408925,9.132675,179,313.3,01-22-2020 12:31:08.525 PM,1
59.408927,9.132673,179,313.4,01-22-2020 12:31:08.634 PM,1
59.408929,9.132671,179,313.5,01-22-2020 12:31:08.743 PM,1
59.408931,9.132669,179,313.6,01-22-2020 12:31:08.854 PM,1
59.408933,9.132667,179,313.7,01-22-2020 12:31:08.962 PM,1
59.408935,9.132665,180,313.8,01-22-2020 12:31:09.070 PM,1
59.408938,9.132663,180,313.9,01-22-2020 12:31:09.180 PM,1
59.40894,9.132661,180,314,01-22-2020 12:31:09.286 PM,1
59.408942,9.132659,180,314.1,01-22-2020 12:31:09.395 PM,1
59.408944,9.132658,180,314.2,01-22-2020 12:31:09.497 PM,1
59.408946,9.132655,180,314.3,01-22-2020 12:31:09.704 PM,1
59.408951,9.132652,180,314.5,01-22-2020 12:31:09.810 PM,1
59.408953,9.13265,180,314.6,01-22-2020 12:31:09.916 PM,1
59.408955,9.132648,180,314.7,01-22-2020 12:31:09.916 PM,1
59.408957,9.132646,181,314.8,01-22-2020 12:31:10.029 PM,1
59.408959,9.132644,181,314.9,01-22-2020 12:31:10.134 PM,1
59.408962,9.132642,181,315,01-22-2020 12:31:10.240 PM,1
59.408964,9.132639,181,315.1,01-22-2020 12:31:10.347 PM,1
59.408966,9.132637,181,315.2,01-22-2020 12:31:10.465 PM,1
59.408968,9.132635,181,315.3,01-22-2020 12:31:10.574 PM,1
59.408971,9.132633,181,315.4,01-22-2020 12:31:10.675 PM,1
59.408973,9.132631,181,315.5,01-22-2020 12:31:10.783 PM,1
59.408975,9.132629,181,315.6,01-22-2020 12:31:10.885 PM,1
59.408978,9.132627,181,315.7,01-22-2020 12:31:10.988 PM,1
59.40898,9.132625,182,315.8,01-22-2020 12:31:11.200 PM,1
59.408985,9.132621,182,316,01-22-2020 12:31:11.404 PM,1
59.408989,9.132617,182,316.2,01-22-2020 12:31:11.619 PM,1
59.408996,9.132611,182,316.5,01-22-2020 12:31:11.843 PM,1
59.409001,9.132607,182,316.7,01-22-2020 12:31:11.951 PM,1
59.409003,9.132605,183,316.8,01-22-2020 12:31:12.059 PM,1
59.409006,9.132603,183,316.9,01-22-2020 12:31:12.160 PM,1
59.409008,9.132601,183,317,01-22-2020 12:31:12.371 PM,1
59.409012,9.132598,183,317.2,01-22-2020 12:31:12.480 PM,1
59.409015,9.132596,183,317.3,01-22-2020 12:31:12.588 PM,1
59.409017,9.132594,183,317.4,01-22-2020 12:31:12.695 PM,1
59.409019,9.132592,183,317.5,01-22-2020 12:31:12.913 PM,1
59.409023,9.132588,183,317.7,01-22-2020 12:31:12.913 PM,1
59.409026,9.132586,184,317.8,01-22-2020 12:31:13.026 PM,1
59.409028,9.132584,184,317.9,01-22-2020 12:31:13.232 PM,1
59.409032,9.13258,184,318.1,01-22-2020 12:31:13.339 PM,1
59.409034,9.132578,184,318.2,01-22-2020 12:31:13.446 PM,1
59.409037,9.132576,184,318.3,01-22-2020 12:31:13.556 PM,1
59.409039,9.132574,184,318.4,01-22-2020 12:31:13.661 PM,1
59.409041,9.132572,184,318.5,01-22-2020 12:31:13.765 PM,1
59.409043,9.13257,184,318.6,01-22-2020 12:31:13.868 PM,1
59.409045,9.132568,184,318.7,01-22-2020 12:31:13.970 PM,1
59.409048,9.132566,185,318.8,01-22-2020 12:31:14.072 PM,1
59.40905,9.132564,185,318.9,01-22-2020 12:31:14.285 PM,1
59.409054,9.132559,185,319.1,01-22-2020 12:31:14.390 PM,1
59.409057,9.132557,185,319.2,01-22-2020 12:31:14.603 PM,1
59.409061,9.132552,185,319.4,01-22-2020 12:31:14.706 PM,1
59.409064,9.13255,185,319.5,01-22-2020 12:31:14.811 PM,1
59.409066,9.132548,185,319.6,01-22-2020 12:31:14.911 PM,1
59.409069,9.132546,185,319.7,01-22-2020 12:31:14.911 PM,1
59.409071,9.132543,186,319.8,01-22-2020 12:31:15.032 PM,1
59.409073,9.132541,186,319.9,01-22-2020 12:31:15.138 PM,1
59.409076,9.132539,186,320,01-22-2020 12:31:15.239 PM,1
59.409078,9.132536,186,320.1,01-22-2020 12:31:15.344 PM,1
59.409081,9.132534,186,320.2,01-22-2020 12:31:15.452 PM,1
59.409083,9.132531,186,320.3,01-22-2020 12:31:15.559 PM,1
59.409085,9.132529,186,320.4,01-22-2020 12:31:15.663 PM,1
59.409088,9.132526,186,320.5,01-22-2020 12:31:15.769 PM,1
59.40909,9.132524,186,320.6,01-22-2020 12:31:15.877 PM,1
59.409093,9.132521,186,320.7,01-22-2020 12:31:15.982 PM,1
59.409095,9.132519,187,320.8,01-22-2020 12:31:16.098 PM,1
59.409098,9.132516,187,320.9,01-22-2020 12:31:16.201 PM,1
59.4091,9.132514,187,321,01-22-2020 12:31:16.307 PM,1
59.409103,9.132511,187,321.1,01-22-2020 12:31:16.307 PM,1
59.409105,9.132508,187,321.2,01-22-2020 12:31:16.521 PM,1
59.40911,9.132503,187,321.4,01-22-2020 12:31:16.628 PM,1
59.409112,9.1325,187,321.5,01-22-2020 12:31:16.730 PM,1
59.409115,9.132497,187,321.6,01-22-2020 12:31:16.834 PM,1
59.409117,9.132495,187,321.7,01-22-2020 12:31:16.945 PM,1
59.40912,9.132492,188,321.8,01-22-2020 12:31:17.159 PM,1
59.409125,9.132486,188,322,01-22-2020 12:31:17.367 PM,1
59.409129,9.132481,188,322.2,01-22-2020 12:31:17.470 PM,1
59.409132,9.132478,188,322.3,01-22-2020 12:31:17.684 PM,1
59.409137,9.132472,188,322.5,01-22-2020 12:31:17.792 PM,1
59.409139,9.132469,189,322.6,01-22-2020 12:31:18.109 PM,1
59.409149,9.132456,189,323,01-22-2020 12:31:18.217 PM,1
59.409151,9.132453,189,323.1,01-22-2020 12:31:18.322 PM,1
59.409154,9.13245,189,323.2,01-22-2020 12:31:18.432 PM,1
59.409156,9.132447,189,323.3,01-22-2020 12:31:18.542 PM,1
59.409159,9.132444,189,323.4,01-22-2020 12:31:18.650 PM,1
59.409161,9.132441,189,323.5,01-22-2020 12:31:18.759 PM,1
59.409163,9.132438,189,323.6,01-22-2020 12:31:18.864 PM,1
59.409166,9.132435,189,323.7,01-22-2020 12:31:18.966 PM,1
59.409168,9.132432,189,323.8,01-22-2020 12:31:19.077 PM,1
59.40917,9.132429,190,323.9,01-22-2020 12:31:19.180 PM,1
59.409173,9.132425,190,324,01-22-2020 12:31:19.286 PM,1
59.409175,9.132422,190,324.1,01-22-2020 12:31:19.497 PM,1
59.40918,9.132416,190,324.3,01-22-2020 12:31:19.602 PM,1
59.409182,9.132413,190,324.4,01-22-2020 12:31:19.707 PM,1
59.409184,9.13241,190,324.5,01-22-2020 12:31:19.810 PM,1
59.409186,9.132406,190,324.6,01-22-2020 12:31:19.810 PM,1
59.409189,9.132403,190,324.7,01-22-2020 12:31:19.921 PM,1
59.409191,9.1324,191,324.8,01-22-2020 12:31:20.130 PM,1
59.409195,9.132394,191,325,01-22-2020 12:31:20.237 PM,1
59.409197,9.132391,191,325.1,01-22-2020 12:31:20.347 PM,1
59.4092,9.132388,191,325.2,01-22-2020 12:31:20.455 PM,1
59.409202,9.132385,191,325.3,01-22-2020 12:31:20.661 PM,1
59.409206,9.132379,191,325.5,01-22-2020 12:31:20.771 PM,1
59.409207,9.132377,191,325.6,01-22-2020 12:31:20.985 PM,1
59.409211,9.132372,191,325.8,01-22-2020 12:31:21.092 PM,1
59.409212,9.13237,192,325.9,01-22-2020 12:31:21.200 PM,1
59.409213,9.132368,192,326,01-22-2020 12:31:21.409 PM,1
59.409215,9.132366,192,326.2,01-22-2020 12:31:21.616 PM,1
59.409216,9.132364,192,326.5,01-22-2020 12:31:21.737 PM,1
59.409216,9.132363,192,326.6,01-22-2020 12:31:21.838 PM,1
59.409216,9.132362,192,326.7,01-22-2020 12:31:21.948 PM,1
59.409216,9.132362,192,326.8,01-22-2020 12:31:22.049 PM,1
59.409216,9.132362,193,326.9,01-22-2020 12:31:22.152 PM,1
59.409216,9.132361,193,327,01-22-2020 12:31:22.253 PM,1
59.409216,9.132361,193,327.1,01-22-2020 12:31:22.364 PM,1
59.409216,9.13236,193,327.2,01-22-2020 12:31:22.570 PM,1
59.409216,9.13236,193,327.4,01-22-2020 12:31:22.675 PM,1
59.409216,9.13236,193,327.5,01-22-2020 12:31:22.779 PM,1
59.409216,9.13236,193,327.6,01-22-2020 12:31:22.882 PM,1
59.409216,9.13236,193,327.7,01-22-2020 12:31:22.991 PM,1
59.409216,9.13236,193,327.8,01-22-2020 12:31:23.096 PM,1
59.409216,9.13236,194,327.9,01-22-2020 12:31:23.302 PM,1
59.409216,9.132359,194,328.1,01-22-2020 12:31:23.408 PM,1
59.409217,9.132359,194,328.2,01-22-2020 12:31:23.515 PM,1
59.409217,9.132359,194,328.3,01-22-2020 12:31:23.621 PM,1
59.409217,9.132359,194,328.5,01-22-2020 12:31:23.953 PM,1
59.409218,9.132359,194,328.8,01-22-2020 12:31:24.056 PM,1
59.409218,9.132358,195,328.9,01-22-2020 12:31:24.368 PM,1
59.409218,9.132358,195,329.2,01-22-2020 12:31:24.481 PM,1
59.409218,9.132358,195,329.3,01-22-2020 12:31:24.582 PM,1
59.409218,9.132358,195,329.4,01-22-2020 12:31:24.686 PM,1
59.409218,9.132358,195,329.5,01-22-2020 12:31:24.794 PM,1
59.409218,9.132358,195,329.6,01-22-2020 12:31:24.902 PM,1
59.409218,9.132358,195,329.7,01-22-2020 12:31:25.009 PM,1
59.409218,9.132358,195,329.8,01-22-2020 12:31:25.116 PM,1
59.409218,9.132358,196,329.9,01-22-2020 12:31:25.116 PM,1
59.409218,9.132358,196,330,01-22-2020 12:31:25.224 PM,1
59.409218,9.132358,196,330.1,01-22-2020 12:31:25.432 PM,1
59.409218,9.132358,196,330.3,01-22-2020 12:31:25.658 PM,1
59.409217,9.132357,196,330.5,01-22-2020 12:31:25.765 PM,1
59.409217,9.132357,196,330.6,01-22-2020 12:31:25.871 PM,1
59.409217,9.132357,197,330.7,01-22-2020 12:31:26.504 PM,1
59.409217,9.132357,197,331.3,01-22-2020 12:31:26.504 PM,1
59.409217,9.132357,197,331.4,01-22-2020 12:31:26.622 PM,1
59.409217,9.132357,197,331.5,01-22-2020 12:31:26.834 PM,1
59.409217,9.132357,197,331.7,01-22-2020 12:31:26.943 PM,1
59.409217,9.132357,198,331.8,01-22-2020 12:31:27.154 PM,1
59.409217,9.132357,198,332,01-22-2020 12:31:27.255 PM,1
59.409217,9.132357,198,332.1,01-22-2020 12:31:27.356 PM,1
59.409217,9.132358,198,332.2,01-22-2020 12:31:27.459 PM,1
59.409217,9.132358,198,332.3,01-22-2020 12:31:27.569 PM,1
59.409217,9.132358,198,332.4,01-22-2020 12:31:27.671 PM,1
59.409217,9.132358,198,332.5,01-22-2020 12:31:27.778 PM,1
59.409217,9.132358,199,332.6,01-22-2020 12:31:28.311 PM,1
59.409216,9.132358,199,333.1,01-22-2020 12:31:28.311 PM,1
59.409216,9.132358,199,333.2,01-22-2020 12:31:28.419 PM,1
59.409216,9.132358,199,333.3,01-22-2020 12:31:28.530 PM,1
59.409216,9.132358,199,333.4,01-22-2020 12:31:28.649 PM,1
59.409216,9.132359,199,333.5,01-22-2020 12:31:28.760 PM,1
59.409216,9.132359,199,333.6,01-22-2020 12:31:28.864 PM,1
59.409216,9.132359,199,333.7,01-22-2020 12:31:28.968 PM,1
59.409216,9.132359,200,333.8,01-22-2020 12:31:29.287 PM,1
59.409216,9.132359,200,334.1,01-22-2020 12:31:29.614 PM,1
59.409216,9.13236,200,334.4,01-22-2020 12:31:29.715 PM,1
59.409216,9.13236,201,334.6,01-22-2020 12:31:30.255 PM,1
59.409218,9.132358,201,335.1,01-22-2020 12:31:30.366 PM,1
59.409219,9.132357,201,335.2,01-22-2020 12:31:30.470 PM,1
59.409219,9.132356,201,335.3,01-22-2020 12:31:30.580 PM,1
59.40922,9.132355,201,335.4,01-22-2020 12:31:30.685 PM,1
59.409221,9.132354,201,335.5,01-22-2020 12:31:30.791 PM,1
59.409222,9.132354,201,335.6,01-22-2020 12:31:30.996 PM,1
59.409224,9.132352,201,335.8,01-22-2020 12:31:31.211 PM,1
59.409225,9.13235,202,336,01-22-2020 12:31:31.633 PM,1
59.409228,9.132348,202,336.5,01-22-2020 12:31:31.847 PM,1
59.409229,9.132347,202,336.7,01-22-2020 12:31:31.953 PM,1
59.409229,9.132346,202,336.8,01-22-2020 12:31:32.059 PM,1
59.40923,9.132346,202,336.9,01-22-2020 12:31:32.159 PM,1
59.40923,9.132345,203,337,01-22-2020 12:31:32.271 PM,1
59.40923,9.132344,203,337.1,01-22-2020 12:31:32.483 PM,1
59.409231,9.132343,203,337.3,01-22-2020 12:31:32.590 PM,1
59.409232,9.132342,203,337.4,01-22-2020 12:31:32.693 PM,1
59.409233,9.132341,203,337.5,01-22-2020 12:31:32.802 PM,1
59.409234,9.13234,203,337.6,01-22-2020 12:31:32.903 PM,1
59.409235,9.132339,203,337.7,01-22-2020 12:31:33.005 PM,1
59.409235,9.132337,203,337.8,01-22-2020 12:31:33.113 PM,1
59.409237,9.132336,204,337.9,01-22-2020 12:31:33.436 PM,1
59.409242,9.132329,204,338.3,01-22-2020 12:31:33.547 PM,1
59.409243,9.132327,204,338.4,01-22-2020 12:31:33.655 PM,1
59.409245,9.132325,204,338.5,01-22-2020 12:31:33.756 PM,1
59.409246,9.132324,204,338.6,01-22-2020 12:31:33.865 PM,1
59.409248,9.132321,204,338.7,01-22-2020 12:31:33.970 PM,1
59.409249,9.13232,204,338.8,01-22-2020 12:31:34.074 PM,1
59.409251,9.132318,204,338.9,01-22-2020 12:31:34.185 PM,1
59.409252,9.132316,205,339,01-22-2020 12:31:34.292 PM,1
59.409254,9.132314,205,339.1,01-22-2020 12:31:34.396 PM,1
59.409255,9.132312,205,339.2,01-22-2020 12:31:34.501 PM,1
59.409257,9.13231,205,339.3,01-22-2020 12:31:34.603 PM,1
59.409258,9.132308,205,339.4,01-22-2020 12:31:34.705 PM,1
59.40926,9.132306,205,339.5,01-22-2020 12:31:34.812 PM,1
59.409261,9.132304,205,339.6,01-22-2020 12:31:34.812 PM,1
59.409263,9.132302,205,339.7,01-22-2020 12:31:35.138 PM,1
59.409267,9.132296,206,340,01-22-2020 12:31:35.242 PM,1
59.409269,9.132294,206,340.1,01-22-2020 12:31:35.349 PM,1
59.40927,9.132292,206,340.2,01-22-2020 12:31:35.451 PM,1
59.409272,9.132289,206,340.3,01-22-2020 12:31:35.566 PM,1
59.409273,9.132287,206,340.4,01-22-2020 12:31:35.668 PM,1
59.409275,9.132285,206,340.5,01-22-2020 12:31:35.774 PM,1
59.409276,9.132283,206,340.6,01-22-2020 12:31:35.877 PM,1
59.409278,9.132281,207,340.7,01-22-2020 12:31:36.294 PM,1
59.409283,9.132272,207,341.1,01-22-2020 12:31:36.505 PM,1
59.409286,9.132268,207,341.3,01-22-2020 12:31:36.613 PM,1
59.409288,9.132266,207,341.4,01-22-2020 12:31:36.715 PM,1
59.409289,9.132263,207,341.5,01-22-2020 12:31:36.715 PM,1
59.409291,9.132261,207,341.6,01-22-2020 12:31:36.835 PM,1
59.409292,9.132259,208,341.7,01-22-2020 12:31:37.255 PM,1
59.409298,9.13225,208,342.1,01-22-2020 12:31:37.360 PM,1
59.4093,9.132248,208,342.2,01-22-2020 12:31:37.472 PM,1
59.409301,9.132245,208,342.3,01-22-2020 12:31:37.580 PM,1
59.409303,9.132243,208,342.4,01-22-2020 12:31:37.681 PM,1
59.409304,9.132241,208,342.5,01-22-2020 12:31:38.215 PM,1
59.409312,9.132228,209,343,01-22-2020 12:31:38.431 PM,1
59.409317,9.132221,209,343.3,01-22-2020 12:31:38.539 PM,1
59.409319,9.132218,209,343.4,01-22-2020 12:31:38.754 PM,1
59.409322,9.132213,209,343.6,01-22-2020 12:31:38.970 PM,1
59.409326,9.132208,209,343.8,01-22-2020 12:31:39.078 PM,1
59.409327,9.132206,209,343.9,01-22-2020 12:31:39.183 PM,1
59.409329,9.132203,210,344,01-22-2020 12:31:39.290 PM,1
59.409331,9.132201,210,344.1,01-22-2020 12:31:39.394 PM,1
59.409332,9.132198,210,344.2,01-22-2020 12:31:39.711 PM,1
59.409338,9.132188,210,344.6,01-22-2020 12:31:39.838 PM,1
59.40934,9.132186,210,344.7,01-22-2020 12:31:39.933 PM,1
59.409341,9.132183,211,344.8,01-22-2020 12:31:40.252 PM,1
59.409346,9.132176,211,345.1,01-22-2020 12:31:40.355 PM,1
59.409347,9.132173,211,345.2,01-22-2020 12:31:40.459 PM,1
59.409349,9.132171,211,345.3,01-22-2020 12:31:40.563 PM,1
59.40935,9.132169,211,345.4,01-22-2020 12:31:40.671 PM,1
59.409352,9.132166,211,345.5,01-22-2020 12:31:40.779 PM,1
59.409353,9.132164,211,345.6,01-22-2020 12:31:41.098 PM,1
59.409358,9.132157,211,345.9,01-22-2020 12:31:41.203 PM,1
59.409359,9.132154,212,346,01-22-2020 12:31:41.510 PM,1
59.409363,9.132147,212,346.3,01-22-2020 12:31:41.614 PM,1
59.409365,9.132145,212,346.4,01-22-2020 12:31:41.937 PM,1
59.409371,9.132136,212,346.8,01-22-2020 12:31:42.052 PM,1
59.409372,9.132133,213,346.9,01-22-2020 12:31:42.270 PM,1
59.409375,9.132129,213,347.1,01-22-2020 12:31:42.387 PM,1
59.409376,9.132127,213,347.2,01-22-2020 12:31:42.490 PM,1
59.409378,9.132125,213,347.3,01-22-2020 12:31:42.597 PM,1
59.409379,9.132122,213,347.4,01-22-2020 12:31:42.706 PM,1
59.409381,9.13212,213,347.5,01-22-2020 12:31:42.809 PM,1
59.409382,9.132118,213,347.6,01-22-2020 12:31:42.915 PM,1
59.409385,9.132114,213,347.8,01-22-2020 12:31:43.129 PM,1
59.409386,9.132112,213,347.9,01-22-2020 12:31:43.129 PM,1
59.409388,9.13211,214,348,01-22-2020 12:31:43.337 PM,1
59.40939,9.132106,214,348.2,01-22-2020 12:31:43.773 PM,1
59.409396,9.132098,214,348.6,01-22-2020 12:31:44.314 PM,1
59.409402,9.132088,214,349.2,01-22-2020 12:31:44.446 PM,1
59.409403,9.132087,214,349.3,01-22-2020 12:31:44.554 PM,1
59.409403,9.132086,214,349.4,01-22-2020 12:31:44.661 PM,1
59.409404,9.132085,214,349.5,01-22-2020 12:31:44.766 PM,1
59.409404,9.132084,214,349.6,01-22-2020 12:31:44.873 PM,1
59.409405,9.132083,214,349.7,01-22-2020 12:31:44.981 PM,1
59.409405,9.132083,216,349.8,01-22-2020 12:31:45.532 PM,1
59.409405,9.132081,216,350.4,01-22-2020 12:31:45.634 PM,1
59.409405,9.13208,216,350.5,01-22-2020 12:31:45.954 PM,1
59.409406,9.132079,216,350.8,01-22-2020 12:31:46.166 PM,1
59.409406,9.132078,216,350.9,01-22-2020 12:31:46.276 PM,1
59.409407,9.132076,217,351.1,01-22-2020 12:31:46.386 PM,1
59.409408,9.132075,217,351.2,01-22-2020 12:31:46.492 PM,1
59.409409,9.132074,217,351.3,01-22-2020 12:31:46.596 PM,1
59.409409,9.132073,217,351.4,01-22-2020 12:31:46.702 PM,1
59.40941,9.132072,217,351.5,01-22-2020 12:31:46.805 PM,1
59.409411,9.132071,217,351.6,01-22-2020 12:31:46.906 PM,1
59.409412,9.132069,217,351.7,01-22-2020 12:31:47.011 PM,1
59.409414,9.132067,217,351.9,01-22-2020 12:31:47.120 PM,1
59.409415,9.132066,218,352,01-22-2020 12:31:47.340 PM,1
59.409416,9.132064,218,352.2,01-22-2020 12:31:47.561 PM,1
59.409417,9.132062,218,352.4,01-22-2020 12:31:47.665 PM,1
59.409418,9.132062,218,352.5,01-22-2020 12:31:47.776 PM,1
59.409418,9.132061,218,352.6,01-22-2020 12:31:48.192 PM,1
59.409419,9.13206,219,353,01-22-2020 12:31:48.409 PM,1
59.409419,9.13206,219,353.2,01-22-2020 12:31:48.409 PM,1
59.409419,9.13206,219,353.3,01-22-2020 12:31:48.519 PM,1
59.409419,9.13206,219,353.4,01-22-2020 12:31:48.623 PM,1
59.409419,9.132061,219,353.5,01-22-2020 12:31:48.728 PM,1
59.409418,9.132061,219,353.6,01-22-2020 12:31:48.838 PM,1
59.409418,9.132061,219,353.7,01-22-2020 12:31:48.945 PM,1
59.409418,9.132061,219,353.8,01-22-2020 12:31:49.053 PM,1
59.409418,9.132061,219,353.9,01-22-2020 12:31:49.260 PM,1
59.409418,9.132061,220,354.1,01-22-2020 12:31:49.365 PM,1
59.409418,9.132061,220,354.2,01-22-2020 12:31:49.467 PM,1
59.409418,9.132061,220,354.3,01-22-2020 12:31:49.671 PM,1
59.409418,9.132061,221,354.5,01-22-2020 12:31:50.412 PM,1
59.409419,9.13206,221,355.2,01-22-2020 12:31:50.412 PM,1
59.40942,9.13206,221,355.3,01-22-2020 12:31:50.517 PM,1
59.40942,9.132059,221,355.4,01-22-2020 12:31:50.629 PM,1
59.409421,9.132059,221,355.5,01-22-2020 12:31:50.731 PM,1
59.409421,9.132058,221,355.6,01-22-2020 12:31:50.833 PM,1
59.409422,9.132057,221,355.7,01-22-2020 12:31:50.938 PM,1
59.409423,9.132056,221,355.8,01-22-2020 12:31:51.047 PM,1
59.409424,9.132055,221,355.9,01-22-2020 12:31:51.156 PM,1
59.409425,9.132054,221,356,01-22-2020 12:31:51.259 PM,1
59.409426,9.132053,222,356.1,01-22-2020 12:31:51.567 PM,1
59.409429,9.132049,222,356.4,01-22-2020 12:31:51.901 PM,1
59.409433,9.132044,222,356.7,01-22-2020 12:31:52.113 PM,1
59.409436,9.132041,222,356.9,01-22-2020 12:31:52.218 PM,1
59.409437,9.132039,222,357,01-22-2020 12:31:52.218 PM,1
59.409439,9.132037,223,357.1,01-22-2020 12:31:52.319 PM,1
59.40944,9.132035,223,357.2,01-22-2020 12:31:52.429 PM,1
59.409442,9.132033,223,357.3,01-22-2020 12:31:52.538 PM,1
59.409443,9.132031,223,357.4,01-22-2020 12:31:52.850 PM,1
59.409448,9.132025,223,357.7,01-22-2020 12:31:52.951 PM,1
59.40945,9.132023,223,357.8,01-22-2020 12:31:53.056 PM,1
59.409451,9.132021,223,357.9,01-22-2020 12:31:53.166 PM,1
59.409453,9.132019,223,358,01-22-2020 12:31:53.273 PM,1
59.409455,9.132017,224,358.1,01-22-2020 12:31:53.376 PM,1
59.409456,9.132015,224,358.2,01-22-2020 12:31:53.478 PM,1
59.409458,9.132013,224,358.3,01-22-2020 12:31:53.587 PM,1
59.409459,9.132011,224,358.4,01-22-2020 12:31:53.801 PM,1
59.409463,9.132007,224,358.6,01-22-2020 12:31:54.011 PM,1
59.409466,9.132003,224,358.8,01-22-2020 12:31:54.111 PM,1
59.409467,9.132,224,358.9,01-22-2020 12:31:54.111 PM,1
59.409469,9.131998,225,359,01-22-2020 12:31:54.327 PM,1
59.409472,9.131994,225,359.2,01-22-2020 12:31:54.431 PM,1
59.409473,9.131992,225,359.3,01-22-2020 12:31:54.534 PM,1
59.409475,9.13199,225,359.4,01-22-2020 12:31:54.638 PM,1
59.409477,9.131988,225,359.5,01-22-2020 12:31:54.743 PM,1
59.409478,9.131985,225,359.6,01-22-2020 12:31:54.851 PM,1
59.40948,9.131983,225,359.7,01-22-2020 12:31:54.960 PM,1
59.409481,9.131981,225,359.8,01-22-2020 12:31:55.064 PM,1
59.409483,9.131979,225,359.9,01-22-2020 12:31:55.176 PM,1
